id,carat,cut,color,clarity,depth,table,x,y,z,price
342,0.62,Very Good,H,VS2,61.7,63.0,5.48,5.42,3.36,7.444
343,1.2,Premium,H,SI1,61.0,58.0,6.92,6.84,4.2,8.721
344,0.54,Ideal,E,VS2,60.5,56.0,5.28,5.26,3.19,7.521
345,1.26,Premium,H,SI2,60.9,57.0,7.03,6.96,4.26,8.6
346,0.58,Premium,G,SI2,61.2,59.0,5.4,5.36,3.29,7.175
347,0.6,Good,E,VVS2,64.2,55.0,5.31,5.34,3.42,7.828
348,1.51,Premium,E,SI1,61.5,58.0,7.38,7.33,4.52,9.445
349,0.6,Very Good,F,SI1,60.6,57.0,5.46,5.5,3.32,7.415
350,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,9.211
351,1.01,Very Good,F,SI2,63.5,56.0,6.38,6.35,4.04,8.268
352,0.94,Premium,F,SI2,62.6,57.0,6.27,6.25,3.92,8.261
353,0.9,Ideal,F,SI1,60.7,57.0,6.21,6.25,3.78,8.39
354,0.44,Premium,G,SI1,61.0,60.0,4.88,4.93,2.99,6.649
355,1.02,Very Good,D,VS2,62.3,57.0,6.41,6.47,4.01,8.794
356,0.53,Very Good,D,VS2,63.4,55.0,5.23,5.11,3.28,7.509
357,1.0,Good,D,SI1,64.2,60.0,6.22,6.28,4.01,8.536
358,0.81,Very Good,G,SI1,60.7,56.0,6.06,6.09,3.69,7.913
359,1.83,Premium,G,I1,62.0,58.0,7.84,7.8,4.85,8.75
360,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,9.433
361,0.71,Ideal,E,SI2,61.2,57.0,5.75,5.78,3.53,7.871
362,1.03,Ideal,E,SI2,62.3,56.0,6.52,6.44,4.04,8.486
363,0.71,Very Good,F,VVS1,62.7,58.0,5.67,5.72,3.57,8.196
364,1.05,Ideal,D,SI1,60.7,60.0,6.52,6.56,3.97,8.732
365,2.01,Premium,H,SI2,62.0,60.0,8.11,8.04,5.02,9.572
366,0.3,Ideal,F,IF,61.4,56.0,4.32,4.34,2.66,6.787
367,0.71,Good,D,SI1,64.1,56.0,5.63,5.6,3.6,7.843
368,0.37,Premium,E,SI2,59.5,61.0,4.7,4.68,2.79,6.501
369,0.23,Good,E,VVS1,56.3,62.0,4.1,4.11,2.31,6.211
370,0.63,Ideal,E,VS1,61.9,55.0,5.46,5.5,3.4,7.85
371,0.8,Premium,D,SI2,61.1,58.0,5.94,5.9,3.62,8.033
372,1.0,Very Good,F,SI1,60.3,61.0,6.38,6.43,3.86,8.438
373,0.42,Premium,H,SI1,62.0,59.0,4.79,4.76,2.96,6.8
374,0.53,Ideal,H,SI1,61.0,56.0,5.23,5.26,3.2,7.145
375,0.71,Good,F,VS1,58.0,61.0,5.83,5.85,3.39,7.847
376,0.7,Premium,H,SI2,61.7,58.0,5.72,5.69,3.52,7.592
377,0.9,Fair,D,SI1,66.1,55.0,5.98,5.92,3.93,8.28
378,0.78,Premium,D,SI1,60.4,57.0,6.02,5.97,3.62,8.013
379,0.52,Ideal,I,SI1,62.0,54.0,5.17,5.19,3.21,6.927
380,0.53,Ideal,D,VS2,60.6,57.0,5.24,5.28,3.19,7.527
381,0.39,Premium,J,VS1,61.0,62.0,4.71,4.66,2.86,6.672
382,0.58,Very Good,E,IF,60.6,59.0,5.37,5.43,3.27,7.956
383,1.03,Premium,E,VS1,61.5,58.0,6.55,6.43,3.99,8.938
384,1.08,Ideal,E,VS1,61.7,55.0,6.58,6.61,4.07,9.239
385,0.31,Ideal,G,VS2,62.4,55.0,4.3,4.32,2.69,6.299
386,1.26,Premium,H,SI2,58.6,59.0,7.09,7.04,4.14,8.699
387,1.08,Fair,H,VVS2,55.9,63.0,6.9,6.8,3.83,8.551
388,0.5,Premium,D,VS2,61.1,58.0,5.12,5.09,3.12,7.52
389,1.22,Premium,F,SI1,61.8,59.0,6.86,6.83,4.23,8.837
390,0.33,Ideal,G,VS2,62.3,57.0,4.4,4.43,2.75,6.361
391,0.25,Fair,E,VS1,55.2,64.0,4.21,4.23,2.33,5.889
392,1.07,Premium,F,VS1,62.4,58.0,6.52,6.49,4.06,8.886
393,0.35,Ideal,E,SI1,60.9,55.0,4.53,4.57,2.77,6.42
394,1.51,Premium,E,SI2,61.1,60.0,7.37,7.27,4.47,9.16
395,1.24,Ideal,G,SI1,62.7,56.0,6.89,6.85,4.31,8.5
396,0.91,Ideal,I,VVS2,60.6,57.0,6.25,6.27,3.79,8.447
397,1.08,Very Good,E,SI2,59.5,59.0,6.71,6.78,4.01,8.485
398,0.5,Very Good,D,SI1,58.8,60.0,5.17,5.23,3.06,7.27
399,2.0,Fair,H,VS2,65.2,56.0,7.92,7.87,5.15,9.454
400,1.01,Good,E,SI2,56.7,61.0,6.68,6.7,3.79,8.392
401,0.31,Good,G,VVS2,63.8,56.0,4.24,4.28,2.72,6.561
402,1.71,Premium,G,SI2,62.6,57.0,7.66,7.6,4.78,9.326
403,1.0,Good,G,VVS2,60.9,56.0,6.49,6.52,3.96,8.922
404,0.41,Very Good,E,VS1,62.9,56.0,4.72,4.78,2.99,6.836
405,0.51,Very Good,D,VS2,60.1,59.0,5.16,5.19,3.11,7.537
406,0.38,Very Good,G,SI1,61.4,61.0,4.62,4.66,2.85,6.501
407,1.52,Very Good,F,VVS2,63.7,57.0,7.28,7.31,4.65,9.728
408,0.36,Ideal,D,VS2,61.1,57.0,4.58,4.62,2.81,6.748
409,0.38,Good,F,VS2,60.3,61.0,4.68,4.71,2.83,6.578
410,0.31,Ideal,I,IF,61.7,55.0,4.36,4.39,2.7,6.454
411,1.01,Very Good,E,VS2,62.3,58.0,6.39,6.45,4.0,8.75
412,1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,8.495
413,1.2,Ideal,G,VVS2,62.2,55.0,6.77,6.81,4.23,9.149
414,1.26,Ideal,J,SI2,62.5,53.0,6.86,6.9,4.3,8.446
415,1.0,Premium,I,VS1,60.3,62.0,6.46,6.41,3.88,8.233
416,0.5,Premium,F,VS1,62.9,58.0,5.09,5.05,3.19,7.418
417,0.72,Very Good,I,VS2,63.9,58.0,5.65,5.68,3.62,7.757
418,1.22,Ideal,G,VS2,59.9,56.0,7.01,6.97,4.19,9.046
419,0.32,Very Good,G,VS1,62.8,54.0,4.38,4.41,2.76,6.469
420,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,9.648
421,1.31,Premium,I,SI2,59.1,59.0,7.2,7.15,4.24,8.656
422,0.33,Ideal,G,VVS1,61.5,56.0,4.46,4.45,2.74,7.016
423,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,8.306
424,0.3,Premium,I,VS1,62.9,59.0,4.3,4.22,2.68,6.41
425,1.01,Very Good,H,SI1,63.5,57.0,6.31,6.35,4.02,8.447
426,0.31,Very Good,I,VS2,63.1,54.0,4.34,4.31,2.73,6.324
427,1.27,Ideal,H,SI2,61.8,57.0,6.93,6.96,4.29,8.765
428,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,9.664
429,2.61,Ideal,J,SI2,64.6,55.0,8.61,8.57,5.55,9.753
430,0.71,Premium,H,VS1,61.7,56.0,5.81,5.67,3.54,7.784
431,0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19,7.948
432,0.91,Premium,H,SI2,62.9,59.0,6.15,6.12,3.86,8.121
433,0.3,Very Good,D,SI1,63.4,55.0,4.26,4.22,2.69,6.495
434,0.56,Premium,E,SI1,61.5,60.0,5.3,5.27,3.25,7.522
435,0.52,Ideal,G,VVS1,62.1,56.0,5.15,5.17,3.2,7.512
436,0.31,Ideal,D,VS2,61.3,57.0,4.36,4.41,2.69,6.431
437,0.71,Premium,H,IF,62.9,60.0,5.74,5.67,3.59,8.116
438,0.9,Good,E,SI1,63.1,61.0,6.14,6.18,3.89,8.334
439,1.01,Ideal,E,SI2,62.2,55.0,6.4,6.43,3.99,8.514
440,0.31,Premium,D,SI2,62.1,59.0,4.31,4.35,2.69,6.136
441,1.0,Ideal,G,VVS1,62.3,56.0,6.4,6.29,3.95,8.942
442,1.02,Ideal,H,SI2,61.6,56.0,6.47,6.51,4.0,8.276
443,1.04,Fair,D,SI2,64.9,56.0,6.39,6.34,4.13,8.389
444,1.01,Very Good,G,I1,62.4,59.0,6.35,6.41,3.98,8.098
445,1.03,Very Good,E,SI1,61.3,60.0,6.51,6.53,4.0,8.519
446,0.44,Premium,F,VVS2,61.6,58.0,4.85,4.89,3.0,7.087
447,1.0,Premium,E,VS1,61.1,60.0,6.43,6.41,3.92,8.934
448,1.02,Ideal,F,VS2,62.0,56.0,6.42,6.45,3.99,8.899
449,1.0,Good,E,SI1,60.4,61.0,6.37,6.44,3.87,8.5
450,0.31,Premium,G,SI1,62.1,58.0,4.36,4.33,2.7,6.385
451,0.77,Very Good,G,VS1,61.1,54.0,5.91,5.94,3.62,8.07
452,1.21,Ideal,D,VS2,60.9,60.0,6.91,6.86,4.19,9.245
453,0.32,Good,E,SI1,63.1,56.0,4.34,4.37,2.75,6.261
454,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,9.488
455,2.04,Premium,J,VS2,63.0,58.0,8.02,7.99,5.04,9.528
456,1.14,Premium,G,SI1,62.3,59.0,6.69,6.66,4.16,8.639
457,0.44,Ideal,H,SI1,61.9,57.0,4.92,4.9,3.04,6.847
458,0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,8.37
459,0.55,Ideal,F,VVS1,62.1,56.0,5.25,5.28,3.27,7.766
460,0.33,Ideal,E,SI1,62.5,55.0,4.42,4.45,2.77,6.361
461,1.0,Good,E,VS1,63.6,59.0,6.35,6.32,4.03,8.908
462,1.01,Ideal,E,SI1,62.2,57.0,6.41,6.35,3.97,8.695
463,0.31,Premium,G,SI1,61.7,55.0,4.38,4.37,2.7,6.385
464,1.51,Very Good,J,VS2,62.8,59.0,7.2,7.28,4.55,8.912
465,1.09,Ideal,D,SI1,62.8,54.0,6.6,6.62,4.15,8.742
466,0.9,Very Good,G,SI2,64.2,56.0,6.04,6.11,3.9,8.047
467,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,6.182
468,0.44,Premium,G,VS2,60.6,58.0,4.96,4.9,2.99,6.969
469,1.21,Very Good,G,VVS2,59.3,58.0,7.01,7.05,4.17,9.205
470,1.51,Premium,E,I1,59.0,62.0,7.41,7.36,4.36,8.779
471,0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,6.64
472,0.93,Very Good,J,VS2,63.3,61.0,6.19,6.14,3.9,8.073
473,0.42,Ideal,F,VS1,61.3,57.0,4.85,4.8,2.96,7.006
474,0.35,Premium,I,VS1,61.8,58.0,4.5,4.53,2.79,6.314
475,0.72,Ideal,J,SI1,61.8,54.0,5.76,5.8,3.57,7.53
476,0.8,Very Good,E,VS1,62.4,54.0,5.98,5.94,3.72,8.411
477,1.25,Premium,J,VS2,62.2,59.0,6.86,6.88,4.27,8.575
478,0.26,Premium,E,VVS2,60.8,61.0,4.13,4.12,2.51,6.585
479,1.13,Ideal,F,VVS1,61.7,56.0,6.68,6.75,4.14,9.31
480,1.51,Very Good,E,SI1,63.1,56.0,7.24,7.22,4.56,9.222
481,0.32,Ideal,E,IF,60.6,60.0,4.43,4.45,2.69,6.912
482,1.17,Premium,I,SI2,62.7,57.0,6.77,6.69,4.22,8.395
483,0.81,Ideal,E,VS2,62.0,55.0,5.99,5.97,3.71,8.171
484,0.72,Premium,F,SI1,59.9,58.0,5.85,5.81,3.49,7.916
485,0.39,Very Good,I,VS2,59.6,57.0,4.77,4.82,2.86,6.568
486,0.74,Ideal,D,VS2,61.9,56.0,5.84,5.79,3.6,8.035
487,0.91,Premium,E,SI2,58.5,60.0,6.34,6.31,3.7,8.125
488,0.58,Ideal,D,SI2,61.2,57.0,5.36,5.4,3.29,7.202
489,0.41,Premium,E,VS1,60.8,59.0,4.82,4.76,2.91,7.05
490,1.0,Fair,I,SI1,56.4,61.0,6.58,6.55,3.7,8.274
491,0.4,Ideal,G,SI2,62.1,57.0,4.72,4.75,2.94,6.474
492,0.51,Ideal,F,VS1,60.2,56.0,5.22,5.24,3.15,7.476
493,1.18,Premium,I,VS1,62.6,59.0,6.73,6.71,4.21,8.608
494,0.4,Very Good,F,VVS2,63.0,57.0,4.63,4.7,2.94,6.87
495,0.54,Ideal,D,SI1,61.7,55.0,5.23,5.27,3.24,7.409
496,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,6.443
497,1.64,Premium,I,SI1,62.4,58.0,7.58,7.52,4.71,9.073
498,0.32,Ideal,I,VVS1,62.5,55.0,4.37,4.4,2.74,6.378
499,0.3,Very Good,J,SI1,62.7,59.0,4.21,4.27,2.66,5.861
500,0.9,Ideal,G,VS2,62.0,57.0,6.19,6.22,3.85,8.425
501,0.41,Ideal,F,VS2,61.8,57.0,4.78,4.73,2.94,7.009
502,1.01,Very Good,I,SI1,62.7,56.0,6.36,6.43,4.01,8.346
503,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,6.458
504,0.3,Premium,H,SI1,61.3,58.0,4.33,4.29,2.64,6.292
505,0.53,Good,E,VS2,63.7,55.0,5.12,5.15,3.27,7.382
506,1.2,Premium,H,SI2,59.6,60.0,6.91,6.84,4.1,8.498
507,0.7,Very Good,E,VS1,62.5,56.0,5.64,5.68,3.54,8.027
508,1.51,Premium,D,SI2,61.4,56.0,7.37,7.32,4.51,9.025
509,0.91,Good,E,SI1,63.6,57.0,6.13,6.1,3.89,8.436
510,1.59,Ideal,J,VS2,62.9,58.0,7.45,7.39,4.66,9.069
511,2.01,Very Good,J,SI1,62.4,59.0,8.02,8.08,5.02,9.425
512,1.02,Very Good,E,VS2,62.9,56.0,6.37,6.47,4.04,8.818
513,1.3,Premium,J,VS2,61.5,58.0,7.05,7.0,4.32,8.691
514,1.24,Premium,F,SI2,62.8,60.0,6.84,6.82,4.29,8.627
515,1.52,Fair,H,I1,64.9,58.0,7.18,7.13,4.65,8.162
516,0.42,Premium,G,IF,61.6,58.0,4.76,4.79,2.94,7.244
517,0.9,Very Good,H,VS2,62.8,58.0,6.13,6.17,3.86,8.263
518,1.06,Premium,E,SI2,61.7,62.0,6.54,6.5,4.02,8.445
519,0.31,Good,G,SI2,63.3,54.0,4.29,4.34,2.73,6.011
520,0.31,Ideal,E,VS1,61.1,54.0,4.37,4.4,2.68,6.54
521,2.02,Premium,I,SI2,61.1,61.0,8.11,8.08,4.95,9.546
522,0.54,Ideal,D,VVS1,61.4,58.0,5.28,5.25,3.23,8.052
523,0.31,Ideal,F,IF,62.2,56.0,4.34,4.31,2.69,7.023
524,0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,7.737
525,1.15,Premium,D,SI1,61.7,58.0,6.76,6.69,4.15,8.706
526,0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,2.7,5.991
527,0.41,Premium,E,VS1,60.4,58.0,4.78,4.82,2.9,6.984
528,0.57,Ideal,J,VS2,62.5,54.0,5.32,5.34,3.33,7.015
529,0.77,Very Good,I,VS1,62.2,59.0,5.83,5.85,3.63,7.894
530,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,6.725
531,2.02,Very Good,H,SI2,63.1,54.0,8.09,7.99,5.07,9.522
532,1.55,Very Good,F,SI1,63.1,56.0,7.4,7.38,4.66,9.389
533,1.04,Ideal,G,VS1,61.7,56.0,6.47,6.52,4.01,8.981
534,1.37,Premium,G,VS2,61.6,59.0,7.11,7.04,4.36,8.981
535,0.6,Premium,G,SI1,61.9,61.0,5.38,5.34,3.32,7.406
536,1.21,Premium,F,SI2,58.9,60.0,6.81,6.74,3.99,8.565
537,1.0,Good,G,SI1,64.3,58.0,6.25,6.22,4.01,8.395
538,1.5,Good,H,SI2,57.3,62.0,7.55,7.5,4.31,8.671
539,1.02,Very Good,D,IF,61.7,59.0,6.42,6.52,3.99,9.747
540,2.01,Very Good,H,SI2,63.4,60.0,7.97,7.89,5.03,9.374
541,0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77,7.942
542,0.48,Ideal,I,SI1,61.9,53.0,5.06,5.08,3.14,6.735
543,0.56,Ideal,G,IF,62.0,56.0,5.33,5.28,3.29,7.783
544,0.6,Ideal,G,VVS2,61.3,56.0,5.43,5.46,3.34,7.811
545,2.1,Very Good,H,SI2,63.3,57.0,8.2,8.08,5.15,9.532
546,0.51,Very Good,D,SI1,62.3,63.0,5.08,5.03,3.15,7.235
547,0.77,Premium,E,VS2,60.5,59.0,5.98,5.92,3.6,8.081
548,0.71,Premium,G,VS2,59.9,60.0,5.81,5.77,3.47,7.938
549,2.01,Ideal,F,SI2,61.6,55.0,8.08,8.02,4.97,9.808
550,0.34,Ideal,E,VVS1,62.2,56.0,4.49,4.45,2.78,6.988
551,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,6.78
552,1.09,Ideal,H,SI1,62.2,56.0,6.59,6.56,4.09,8.491
553,1.11,Premium,D,SI2,61.3,60.0,6.6,6.54,4.03,8.544
554,0.43,Premium,D,SI2,62.6,58.0,4.79,4.82,3.01,6.574
555,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,8.036
556,0.32,Ideal,I,VS2,60.3,56.0,4.45,4.44,2.68,6.356
557,0.51,Ideal,E,VVS1,62.0,57.0,5.12,5.14,3.18,7.835
558,1.09,Premium,E,SI2,60.9,59.0,6.75,6.61,4.07,8.542
559,0.37,Ideal,D,VS2,61.6,56.0,4.59,4.63,2.84,6.775
560,1.5,Ideal,I,SI1,62.3,56.0,7.35,7.41,4.6,9.033
561,1.0,Ideal,D,SI1,63.0,56.0,6.33,6.28,3.97,8.432
562,1.03,Ideal,H,SI1,62.0,56.0,6.43,6.5,4.01,8.497
563,0.7,Good,D,SI1,61.3,61.0,5.63,5.69,3.47,8.0
564,0.31,Premium,H,VVS2,62.4,59.0,4.31,4.35,2.7,6.438
565,0.9,Premium,H,VS2,60.4,59.0,6.24,6.27,3.78,8.371
566,1.02,Premium,H,VS2,62.5,60.0,6.43,6.38,4.0,8.578
567,1.33,Premium,H,SI2,61.0,59.0,7.1,7.06,4.32,8.601
568,0.23,Very Good,E,VVS2,59.7,54.0,4.02,4.05,2.41,6.184
569,1.02,Very Good,J,SI1,62.5,58.0,6.37,6.43,4.0,8.258
570,1.01,Good,F,VVS1,63.2,56.0,6.33,6.39,4.02,9.106
571,0.32,Ideal,I,IF,62.1,54.0,4.39,4.43,2.74,6.485
572,1.1,Very Good,I,VS1,60.2,59.0,6.67,6.71,4.03,8.533
573,0.54,Premium,E,VS1,60.3,58.0,5.32,5.26,3.19,7.621
574,1.16,Ideal,F,VS2,61.3,57.0,6.76,6.79,4.15,9.152
575,1.73,Premium,J,SI1,60.7,58.0,7.78,7.73,4.71,9.135
576,0.37,Premium,D,VS1,60.2,60.0,4.63,4.68,2.8,6.688
577,0.5,Ideal,H,VS2,61.5,56.0,5.11,5.13,3.15,7.394
578,0.5,Premium,E,SI1,63.0,61.0,5.07,5.03,3.18,7.225
579,1.2,Very Good,H,SI2,62.0,58.0,6.76,6.91,4.24,8.572
580,1.64,Fair,G,I1,64.5,60.0,7.44,7.35,4.76,8.487
581,1.15,Very Good,G,VS2,60.1,60.0,6.75,6.8,4.08,8.878
582,0.67,Good,F,SI1,60.2,61.0,5.64,5.69,3.41,7.548
583,0.41,Very Good,F,VS2,63.2,57.0,4.76,4.74,3.0,7.009
584,0.51,Fair,D,SI1,65.2,55.0,5.05,5.01,3.28,7.173
585,0.71,Premium,E,SI1,62.2,58.0,5.74,5.67,3.55,7.917
586,0.32,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,6.225
587,1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,8.44
588,1.52,Ideal,I,VS1,60.7,60.0,7.4,7.42,4.5,9.249
589,0.41,Very Good,G,SI1,62.7,55.0,4.77,4.8,3.0,6.578
590,0.9,Ideal,G,SI2,60.6,55.0,6.27,6.33,3.82,8.313
591,0.31,Ideal,E,VS2,61.5,55.0,4.37,4.41,2.7,6.522
592,0.4,Ideal,F,VVS1,61.3,55.0,4.75,4.78,2.92,7.141
593,1.29,Premium,H,SI2,60.1,58.0,7.02,6.95,4.2,8.687
594,1.57,Ideal,G,SI1,61.8,55.0,7.43,7.49,4.61,9.358
595,0.3,Very Good,D,VS2,62.9,55.0,4.31,4.34,2.72,6.413
596,0.32,Ideal,F,VVS1,61.4,56.0,4.38,4.42,2.7,6.831
597,1.34,Ideal,H,SI2,61.6,56.0,7.1,7.05,4.36,8.84
598,0.55,Ideal,F,VVS2,62.4,55.0,5.24,5.28,3.28,7.715
599,2.06,Premium,I,SI1,60.8,60.0,8.25,8.16,4.99,9.648
600,2.2,Premium,H,SI2,61.1,59.0,8.41,8.35,5.12,9.741
601,1.72,Ideal,G,VVS2,62.0,57.0,7.63,7.72,4.76,9.822
602,0.61,Very Good,G,IF,63.0,58.0,5.36,5.43,3.4,7.788
603,0.79,Ideal,F,SI1,62.0,55.0,5.93,5.95,3.68,8.033
604,0.37,Ideal,F,VVS1,62.0,55.0,4.6,4.63,2.86,6.956
605,0.52,Ideal,E,VS2,60.7,56.0,5.2,5.24,3.17,7.363
606,0.32,Ideal,E,VS1,61.0,57.0,4.4,4.42,2.69,6.8
607,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,9.498
608,0.62,Ideal,H,VS2,61.2,54.0,5.51,5.6,3.4,7.388
609,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,6.671
610,0.32,Premium,G,VS1,62.1,58.0,4.37,4.39,2.72,6.469
611,0.33,Premium,H,VS2,61.3,60.0,4.47,4.44,2.73,6.504
612,0.7,Premium,H,SI2,58.8,59.0,5.92,5.84,3.44,7.677
613,0.5,Very Good,F,VVS1,61.1,55.0,5.14,5.18,3.15,7.66
614,1.51,Ideal,I,VS2,60.6,56.0,7.44,7.47,4.52,9.153
615,1.19,Ideal,H,VS2,62.1,59.0,6.82,6.73,4.21,8.804
616,1.03,Very Good,E,SI2,61.7,54.9,6.46,6.52,4.01,8.593
617,1.07,Premium,E,VS2,62.5,57.0,6.6,6.53,4.1,8.737
618,0.5,Premium,F,VS1,61.6,58.0,5.11,5.06,3.13,7.447
619,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,8.699
620,0.53,Ideal,F,VS2,61.5,55.0,5.2,5.27,3.22,7.397
621,0.55,Very Good,E,SI1,63.0,59.0,5.25,5.17,3.28,7.249
622,0.53,Very Good,E,SI1,63.6,57.0,5.12,5.16,3.27,7.267
623,0.36,Ideal,G,IF,61.6,55.0,4.59,4.57,2.82,7.046
624,0.31,Very Good,F,SI1,60.6,60.0,4.34,4.37,2.64,6.246
625,2.09,Premium,H,SI1,61.1,56.0,8.3,8.23,5.05,9.829
626,0.91,Premium,D,SI1,59.0,61.0,6.35,6.29,3.73,8.447
627,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,7.059
628,0.24,Very Good,E,SI1,59.9,58.0,4.06,4.1,2.44,6.347
629,0.31,Ideal,D,VS2,62.1,55.0,4.32,4.35,2.69,6.599
630,1.52,Very Good,G,VS1,62.1,57.0,7.27,7.32,4.53,9.47
631,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,7.401
632,0.38,Ideal,G,VVS2,62.0,57.0,4.64,4.66,2.89,6.779
633,0.52,Good,H,VS2,63.6,57.0,5.1,5.05,3.23,7.233
634,0.71,Good,E,SI1,65.9,57.0,5.51,5.57,3.65,7.875
635,0.34,Ideal,F,VS2,61.6,57.0,4.47,4.53,2.77,6.531
636,1.23,Ideal,I,SI2,62.1,56.0,6.88,6.84,4.26,8.57
637,0.71,Good,G,IF,57.8,62.0,5.82,5.95,3.4,8.184
638,1.1,Premium,I,SI1,62.0,59.0,6.59,6.54,4.07,8.438
639,1.09,Premium,G,VS2,61.7,58.0,6.6,6.53,4.05,8.78
640,0.51,Very Good,F,SI1,63.1,54.0,5.12,5.06,3.21,7.179
641,0.57,Very Good,G,VS1,59.9,57.0,5.38,5.47,3.25,7.567
642,1.01,Good,E,I1,61.5,65.0,6.28,6.21,3.84,8.156
643,1.18,Ideal,E,SI2,60.8,57.0,6.89,6.83,4.17,8.494
644,0.23,Very Good,H,VVS2,62.6,56.0,3.92,3.95,2.46,6.066
645,0.82,Ideal,D,SI1,61.6,57.0,6.02,6.06,3.72,8.327
646,0.9,Ideal,D,SI1,62.7,56.0,6.18,6.16,3.87,8.436
647,1.5,Good,H,SI2,60.8,64.0,7.27,7.2,4.4,8.831
648,1.06,Premium,G,VS1,62.0,58.0,6.56,6.51,4.05,8.872
649,0.5,Good,F,VS2,63.8,55.0,5.03,5.06,3.22,7.27
650,1.01,Ideal,F,SI1,62.3,57.0,6.4,6.44,4.0,8.482
651,0.91,Premium,D,SI1,62.8,57.0,6.17,6.12,3.86,8.349
652,1.29,Premium,H,VS2,61.2,60.0,7.03,6.95,4.28,8.875
653,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,8.753
654,1.14,Very Good,F,SI2,59.2,63.0,6.78,6.86,4.04,8.524
655,0.41,Ideal,G,SI1,61.2,56.0,4.8,4.84,2.95,6.669
656,0.33,Premium,F,SI2,63.0,58.0,4.42,4.4,2.78,6.323
657,0.52,Very Good,I,VS1,61.5,56.3,5.16,5.19,3.18,7.14
658,0.76,Good,E,SI2,58.8,59.0,5.95,5.99,3.51,7.894
659,1.04,Premium,G,VS2,62.6,56.0,6.44,6.41,4.02,8.747
660,0.45,Good,G,VS1,58.1,61.2,5.02,5.07,2.93,7.051
661,0.42,Ideal,F,VS1,61.9,57.0,4.79,4.81,2.97,6.938
662,2.06,Very Good,I,SI2,62.3,57.0,8.12,8.2,5.09,9.568
663,1.02,Ideal,H,VS1,61.4,57.0,6.47,6.44,3.97,8.751
664,0.32,Very Good,I,VVS1,60.1,61.0,4.4,4.45,2.66,6.378
665,0.39,Very Good,H,SI1,58.4,63.0,4.8,4.85,2.82,6.545
666,0.34,Good,H,SI1,63.3,56.0,4.45,4.46,2.82,6.194
667,2.53,Premium,H,SI1,62.1,59.0,8.83,8.73,5.45,9.812
668,0.41,Ideal,G,VS2,62.5,56.0,4.72,4.75,2.96,6.718
669,0.44,Ideal,G,VS2,62.0,55.0,4.89,4.91,3.04,6.767
670,1.53,Ideal,F,SI1,62.6,55.0,7.39,7.37,4.62,9.427
671,1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46,9.329
672,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,8.505
673,0.55,Ideal,J,VS2,60.4,58.0,5.29,5.34,3.21,7.033
674,2.01,Good,I,VS1,62.5,56.0,7.96,8.0,4.99,9.762
675,0.76,Ideal,D,VS2,61.8,55.0,5.85,5.89,3.63,8.132
676,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,9.648
677,1.0,Premium,F,VS1,62.0,59.0,6.42,6.35,3.96,8.862
678,0.3,Ideal,G,IF,61.6,53.0,4.32,4.35,2.67,6.76
679,0.33,Ideal,D,SI1,62.8,55.0,4.45,4.41,2.78,6.659
680,0.71,Very Good,F,VS1,62.2,55.0,5.68,5.74,3.56,8.021
681,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,8.681
682,0.31,Ideal,D,SI1,62.3,54.0,4.37,4.33,2.71,6.596
683,1.7,Premium,J,SI2,63.0,60.0,7.59,7.53,4.76,8.942
684,0.75,Ideal,G,SI1,62.2,55.0,5.87,5.8,3.63,7.923
685,1.03,Ideal,G,SI1,61.9,56.0,6.46,6.5,4.01,8.503
